1313 L* Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend,LRO4 Age (ka),LRO4 Depth (amcd),LRO4 d18O,LRO4 d18O Norm Detrend,Alkane Age (kyr),Alkane Depth (amcd),Alkanes (ng/g),Alkanol Age (kyr),  Alkanol Depth (amcd),Alkanol (ng/g),  SST Depth (amcd),SST Age (kyr),SST (°C),Color Age (ka),Red Norm,Green Norm,Blue Norm,Grey Norm
533.033,25.20,76.47,1.6666,504,,3.906,0.6551,429.14,19.47,355.89,,,,21.26,466.57,12.59,504,1.175144324,1.223407078,1.41693386,1.236201597
533.924,25.25,75.70,1.5296,505,,3.864,0.7781,429.56,19.49,177.71,,,,21.28,466.99,13.41,505,1.160642135,1.212599063,1.387347123,1.221758464
534.816,25.30,75.16,1.4332,506,,4.005,0.3611,429.98,19.51,250.47,,,,21.29,467.2,14.22,506,1.233514186,1.311226756,1.434939894,1.307471445
535.707,25.35,74.80,1.3688,507,,3.93,0.5815,430.4,19.53,77.86,,,,21.31,467.62,13.67,507,1.241919838,1.303999337,1.374219436,1.296487237
536.598,25.40,74.29,1.2778,508,,4.157,-0.0892,430.82,19.55,156.72,,,,21.33,468.04,15.16,508,1.095250421,1.158366841,1.254450227,1.152893548
537.489,25.45,73.74,1.1797,509,,4.062,0.1902,431.24,19.57,356.06,,,,21.34,468.25,15.09,509,0.225867461,0.33180247,0.568648371,0.328528893
538.381,25.50,71.33,0.7522,510,,4.14,-0.0409,431.65,19.59,113.66,,,,21.36,468.66,14,510,0.877792537,0.977981135,1.347183162,0.994252332
539.272,25.55,71.90,0.8524,511,,4.061,0.1913,432.07,19.61,231.3,,,,21.38,469.08,11.24,511,1.014304394,1.108089336,1.341553111,1.112440674
540.163,25.60,70.26,0.5613,512,,4.222,-0.2847,432.49,19.63,289.51,,,,21.4,469.5,10.23,512,0.837165327,0.996460326,1.213892473,0.980265927
541.054,25.65,71.17,0.7218,513,,4.248,-0.3623,432.91,19.65,247.21,,,,21.42,469.92,10.81,513,0.711524501,0.955582497,1.223074158,0.91937726
541.946,25.70,70.42,0.5883,514,,4.089,0.1059,433.33,19.67,431.88,,,,21.44,470.34,10.03,514,0.494777617,0.740323289,1.051157741,0.707415326
542.837,25.75,71.06,0.7009,515,,4.106,0.0548,433.74,19.69,246.85,,,,21.49,471.38,11.41,515,0.398916331,0.617128775,0.811873833,0.578268764
543.728,25.80,71.40,0.7604,516,,4.023,0.2988,434.16,19.71,202.39,,,,21.51,471.8,10.42,516,0.696777662,0.927306316,1.12722517,0.887601739
544.619,25.85,70.31,0.5667,517,,3.962,0.4779,434.58,19.73,290.34,,,,21.53,472.22,11.76,517,-0.066921364,0.113220102,0.287401992,0.080637893
545.511,25.90,70.17,0.5412,518,,4.071,0.1553,435,19.75,360.88,,,,21.55,472.64,12.2,518,0.357598994,0.690036112,0.859398313,0.614581201
546.402,25.95,69.82,0.4785,519,,3.955,0.4967,435.42,19.77,288.67,,,,21.56,472.85,12.45,519,-1.344393061,-1.103571423,-0.869326377,-1.151360469
547.293,26.00,70.25,0.5540,520,,3.951,0.5076,435.84,19.79,216.56,,,,21.57,473.05,13.34,520,-0.417496669,-0.229170743,0.030094267,-0.255573918
548.184,26.05,64.97,-0.3818,521,,3.889,0.6896,436.25,19.81,327.41,,,,21.58,473.23,13.83,521,0.203919217,0.352378552,0.627100158,0.341414552
549.076,26.10,69.25,0.3755,522,,3.895,0.6710,436.67,19.83,199.51,,,,21.59,473.42,13.54,522,-0.336837496,-0.192725434,0.060890172,-0.207625789
549.967,26.15,67.98,0.1499,523,,3.927,0.5757,437.09,19.85,200.93,,,,21.6,473.6,13.71,523,0.167158089,0.313657384,0.514440975,0.292873914
550.858,26.20,65.43,-0.3024,524,,3.835,0.8462,437.51,19.87,461.41,,,,21.61,473.79,13.54,524,0.963725096,1.099906974,1.299027179,1.084353306
551.749,26.25,64.83,-0.4093,525,,3.925,0.5797,437.93,19.89,167.54,,,,21.62,473.98,13.79,525,1.216153295,1.351093162,1.498082766,1.331919285
552.64,26.30,63.13,-0.7111,526,,3.968,0.4519,438.35,19.91,160.88,,,,21.63,474.16,12.54,526,1.184372799,1.329625061,1.443954072,1.30533807
553.532,26.35,64.53,-0.4639,527,,3.964,0.4628,438.76,19.93,77.77,,,,21.64,474.35,13.93,527,1.057126949,1.222316355,1.304832726,1.189203593
554.423,26.40,65.03,-0.3760,528,,3.917,0.6006,439.18,19.95,151.83,,,,21.65,474.53,15,528,0.89878187,1.064775423,1.131038618,1.028837353
555.314,26.45,65.42,-0.3076,529,,3.99,0.3843,439.6,19.97,164.45,,,,21.66,474.72,12.93,529,0.78318687,0.951326443,0.998317835,0.91037978
556.205,26.50,65.91,-0.2215,530,,3.973,0.4335,440.02,19.99,171.86,,,,21.67,474.91,15.69,530,0.913759316,1.063576653,1.087779428,1.025566441
557.097,26.55,65.41,-0.3108,531,,3.92,0.5890,440.44,20.01,169.49,,,,21.68,475.09,15.59,531,0.981354306,1.151458269,1.160376225,1.107435974
557.988,26.60,64.87,-0.4071,532,,4.012,0.3166,440.85,20.03,150.89,,,,21.69,475.28,14.94,532,1.119584025,1.240194247,1.24824633,1.207313685
558.879,26.65,67.41,0.0421,533,,4.112,0.0206,441.27,20.05,136.52,,,,21.7,475.46,17.27,533,0.655053116,0.844423486,0.902417599,0.797196329
559.77,26.70,67.98,0.1423,534,,4.27,-0.4465,441.69,20.07,168.39,,,,21.72,475.83,16.2,534,0.827985861,1.005225587,1.066867405,0.963673594
560.662,26.75,68.16,0.1735,535,,4.286,-0.4947,442.11,20.09,160.85,,,,21.72,475.83,16.12,535,1.101824569,1.257133884,1.303067544,1.220066596
561.553,26.80,66.91,-0.0486,536,,4.573,-1.3424,442.53,20.11,128.48,,,,21.74,476.21,15.3,536,0.832997825,1.056345949,1.183893011,1.010596637
562.444,26.85,68.40,0.2146,537,,4.434,-0.9332,442.95,20.13,138.22,,,,21.74,476.21,13.82,537,0.809344711,1.080445722,1.188917652,1.019045041
563.335,26.90,68.15,0.1697,538,,4.505,-1.1436,443.36,20.15,137.46,,,,21.76,476.58,14.79,538,1.071368324,1.254811555,1.383603866,1.219264892
564.227,26.95,68.27,0.1902,539,,4.479,-1.0678,443.78,20.17,108.79,,,,21.76,476.58,14.63,539,0,0,0,0
565.118,27.00,68.40,0.2125,540,,4.55,-1.2782,444.2,20.19,92.59,,,,21.78,476.95,14.04,540,0,0,0,0
566.009,27.05,67.51,0.0542,541,,4.492,-1.1080,444.62,20.21,109.41,,,,21.78,476.95,13.5,541,0,0,0,0
566.9,27.10,67.24,0.0057,542,,4.446,-0.9732,445.04,20.23,110.15,,,,21.8,477.32,14.44,542,0,0,0,0
567.792,27.15,66.30,-0.1614,543,,4.446,-0.9741,445.45,20.25,66.39,,,,21.8,477.32,13.19,543,0,0,0,0
568.683,27.20,66.05,-0.2064,544,,4.458,-1.0105,445.87,20.27,64.37,,,,21.82,477.69,13.89,544,0,0,0,0
569.574,27.25,63.71,-0.6215,545,,4.455,-1.0025,446.29,20.29,96.8,,,,21.82,477.69,13.69,545,0,0,0,0
570.465,27.30,65.20,-0.3583,546,,4.477,-1.0684,446.71,20.31,96.64,,,,21.84,478.06,13.04,546,0,0,0,0
571.357,27.35,65.48,-0.3094,547,,4.525,-1.2109,447.13,20.33,108.5,,,,21.84,478.06,13.87,547,0,0,0,0
572.248,27.40,65.51,-0.3048,548,,4.574,-1.3564,447.54,20.35,64.26,,,,21.86,478.4,12.73,548,0,0,0,0
573.139,27.45,66.57,-0.1178,549,,4.513,-1.1773,447.96,20.37,97.44,,,,21.88,478.73,12.82,549,0,0,0,0
574.03,27.50,65.88,-0.2407,550,,4.505,-1.1546,448.38,20.39,119.89,,,,21.9,479.06,12.62,550,0,0,0,0
574.921,27.55,66.07,-0.2077,551,,4.486,-1.0995,448.8,20.41,101.61,,,,21.92,479.4,15.57,551,0,0,0,0
575.813,27.60,63.09,-0.7362,552,,4.486,-1.1004,449.22,20.43,95.34,,,,21.94,479.73,15.14,552,0,0,0,0
576.704,27.65,63.56,-0.6536,553,,4.462,-1.0305,449.64,20.45,62.71,,,,21.96,480.07,16.5,553,0,0,0,0
577.595,27.70,64.32,-0.5197,554,,4.295,-0.5387,450.05,20.47,76.78,,,,21.98,480.4,16.52,554,0,0,0,0
578.486,27.75,64.62,-0.4673,555,,4.276,-0.4835,450.47,20.49,120.03,,,,22,480.74,14.46,555,0,0,0,0
579.378,27.80,64.93,-0.4131,556,,4.346,-0.6910,450.89,20.51,29.92,,,,22.02,481.07,14.89,556,0,0,0,0
580.269,27.85,65.63,-0.2898,557,,4.346,-0.6919,451.31,20.53,81.94,,,,22.04,481.41,13.67,557,0,0,0,0
581.16,27.90,68.44,0.2072,558,,4.267,-0.4597,451.73,20.55,109.5,,,,22.06,481.74,13.58,558,0,0,0,0
582.051,27.95,64.82,-0.4346,559,,4.16,-0.1449,452.15,20.57,124.39,,,,22.08,482.08,13.39,559,0,0,0,0
582.943,28.00,65.90,-0.2440,560,,4.139,-0.0839,452.56,20.59,151.12,,,,22.1,482.41,13.67,560,0,0,0,0
583.834,28.05,66.36,-0.1633,561,,4.209,-0.2913,452.98,20.61,135.21,,,,22.12,482.74,13.51,561,0,0,0,0
584.725,28.10,65.43,-0.3286,562,,4.187,-0.2273,453.4,20.63,86.9,,,,22.14,483.08,13.73,562,0,0,0,0
585.616,28.15,71.01,0.6589,563,,4.125,-0.0453,453.82,20.65,68.65,,,,22.16,483.41,13.46,563,0,0,0,0
586.508,28.20,73.23,1.0514,564,,4.012,0.2872,454.24,20.67,108.47,,,,22.18,483.75,15.8,564,0,0,0,0
587.399,28.25,72.57,0.9338,565,,3.962,0.4338,454.66,20.69,157.75,,,,22.2,484.08,14.36,565,0,0,0,0
588.29,28.30,72.88,0.9880,566,,3.857,0.7427,455.07,20.71,148.36,,,,22.24,484.75,16.58,566,0,0,0,0
589.181,28.35,71.61,0.7624,567,,3.942,0.4910,455.49,20.73,106.51,,,,22.26,485.09,15.19,567,0,0,0,0
590.073,28.40,70.42,0.5509,568,,3.999,0.3219,455.91,20.75,134.96,,,,22.28,485.42,14.42,568,0,0,0,0
590.964,28.45,68.78,0.2598,569,,3.973,0.3977,456.33,20.77,107.58,,,,22.3,485.76,14.89,569,0,0,0,0
591.855,28.50,66.53,-0.1394,570,,3.911,0.5797,456.75,20.79,85.33,,,,22.32,486.09,14.95,570,0,0,0,0
592.746,28.55,65.59,-0.3065,571,,3.893,0.6319,457.16,20.81,97.33,,,,22.34,486.43,14.98,571,0,0,0,0
593.637,28.60,66.37,-0.1691,572,,3.594,1.5133,457.58,20.83,103.06,,,,22.36,486.76,16.2,572,0,0,0,0
594.529,28.65,69.15,0.3226,573,,3.643,1.3678,458,20.85,66.53,,,,22.38,487.09,15.97,573,0,0,0,0
595.42,28.70,69.80,0.4370,574,,3.73,1.1101,458.42,20.87,98.6,,,,22.4,487.43,16.25,574,0,0,0,0
596.311,28.75,69.77,0.4310,575,,3.415,2.0387,458.84,20.89,88.62,,,,22.42,487.76,14.09,575,0,0,0,0
597.202,28.80,69.52,0.3860,576,,3.426,2.0053,459.26,20.91,72.03,,,,22.44,488.1,16.8,576,0,0,0,0
598.094,28.85,71.31,0.7023,577,,3.485,1.8303,459.67,20.93,113.29,,,,22.46,488.43,15.75,577,0,0,0,0
598.985,28.90,71.64,0.7601,578,,3.502,1.7792,460.09,20.95,137.5,,,,22.48,488.77,16.9,578,0,0,0,0
599.876,28.95,73.16,1.0286,579,,3.569,1.5806,460.51,20.97,171.11,,,,22.5,489.1,15.21,579,0,0,0,0
600.767,29.00,70.51,0.5586,580,,3.693,1.2138,461.14,21,135.34,,,,22.52,489.44,16.7,580,0,0,0,0
601.659,29.05,67.88,0.0921,581,,3.998,0.3129,461.77,21.03,108.49,,,,22.56,490.11,16.59,581,0,0,0,0
602.55,29.10,67.03,-0.0591,582,,4.126,-0.0657,462.18,21.05,84.03,,,,22.58,490.44,16.93,582,0,0,0,0
603.441,29.15,69.44,0.3670,583,,4.355,-0.7423,463.86,21.13,55.02,,,,22.62,491.11,17.9,583,0,0,0,0
604.332,29.20,65.71,-0.2943,584,,4.308,-0.6046,464.69,21.17,54.91,,,,22.64,491.44,17.75,584,0,0,0,0
605.224,29.25,68.88,0.2665,585,,4.249,-0.4314,465.11,21.19,60.44,,,,22.66,491.78,18.83,585,0,0,0,0
606.115,29.30,65.44,-0.3435,586,,4.182,-0.2346,465.53,21.21,53.36,,,,22.68,492.11,17.85,586,0,0,0,0
607.006,29.35,65.35,-0.3601,587,,4.22,-0.3477,465.74,21.22,44.14,,,,22.72,492.78,18.84,587,0,0,0,0
607.897,29.40,63.62,-0.6672,588,,4.185,-0.2453,466.15,21.24,62.97,,,,22.74,493.12,17.65,588,0,0,0,0
608.789,29.45,62.61,-0.8467,589,,4.038,0.1875,466.57,21.26,53.53,,,,22.76,493.45,15.68,589,0,0,0,0
609.68,29.50,64.97,-0.4295,590,,4.037,0.1896,466.99,21.28,70.82,,,,22.78,493.79,18.48,590,0,0,0,0
610.571,29.55,67.28,-0.0210,591,,4.067,0.1001,467.2,21.29,76.84,,,,22.8,494.12,17.09,591,1.223832741,1.350184086,1.475406012,1.331161926
611.462,29.60,67.07,-0.0589,592,,4.058,0.1258,467.62,21.31,39.17,,,,22.82,494.45,17.98,592,1.244227487,1.335174131,1.445268087,1.32582612
612.353,29.65,68.62,0.2149,593,,3.99,0.3255,468.04,21.33,40.61,,,,22.84,494.79,16.85,593,1.285568652,1.374064423,1.4503504,1.36142699
613.245,29.70,68.18,0.1363,594,,3.948,0.4485,468.25,21.34,96.23,,,,22.86,495.12,16.69,594,1.26266101,1.37231149,1.417474579,1.348727862
614.136,29.75,68.82,0.2489,595,,3.883,0.6394,468.66,21.36,85.11,,,,22.88,495.46,17.52,595,1.296724787,1.422211694,1.424132565,1.388131216
615.027,29.80,68.65,0.2181,596,,3.854,0.7240,469.08,21.38,88.36,,,,22.9,495.79,16.23,596,1.275506268,1.411098169,1.412710081,1.374078736
615.918,29.85,68.41,0.1749,597,,3.797,0.8913,469.5,21.4,90.87,,,,22.92,496.13,17.6,597,1.178073257,1.318860302,1.315509257,1.280122423
616.81,29.90,68.30,0.1548,598,,3.991,0.3180,469.92,21.42,154.01,,,,22.94,496.46,17.57,598,0.645277086,0.76042098,0.786502668,0.729232268
617.701,29.95,68.35,0.1629,599,,4.022,0.2256,470.34,21.44,133.73,,,,22.98,497.13,17.29,599,1.0192888,1.187519006,1.168097866,1.139312504
618.592,30.00,70.04,0.4615,600,,4.033,0.1922,471.38,21.49,146.21,,,,23,497.47,19.94,600,1.163990533,1.299934713,1.321464924,1.265612782
619.483,30.05,70.92,0.6167,602,,3.966,0.3881,471.8,21.51,48.61,,,,23.02,497.8,18.3,602,1.110878236,1.17933508,1.346056328,1.182155152
620.375,30.10,71.82,0.7754,604,,3.769,0.9675,472.22,21.53,102.45,,,,23.04,498.13,17.87,604,0,0,0,0
621.266,30.15,70.45,0.5321,606,,3.799,0.8772,472.64,21.55,55.95,,,,23.06,498.47,17.4,606,0,0,0,0
622.157,30.20,69.12,0.2958,608,,3.798,0.8783,472.85,21.56,79,,,,23.08,498.8,17.44,608,0.149054873,0.27685563,0.366991125,0.247759131
623.048,30.25,69.20,0.3093,610,,3.494,1.7735,473.05,21.57,41.58,,,,23.12,499.47,17.09,610,0.884891707,0.974131085,1.068139243,0.960032957
623.94,30.30,68.15,0.1227,612,,3.525,1.6801,473.23,21.58,81.1,,,,23.14,499.81,16.01,612,1.22763014,1.30109266,1.387812728,1.291873983
624.831,30.35,66.39,-0.1897,614,,3.531,1.6606,473.42,21.59,66.86,,,,23.16,500.14,17.05,614,1.22352662,1.295590865,1.375721685,1.285939193
625.722,30.40,66.38,-0.1922,616,,3.656,1.2899,473.6,21.6,36.92,,,,23.18,500.48,17.46,616,1.325026339,1.445580922,1.441131631,1.412117536
626.613,30.45,64.36,-0.5506,618,,3.812,0.8278,473.79,21.61,93.42,,,,23.2,500.81,16.01,618,1.325311817,1.437385942,1.421157669,1.404086932
627.505,30.50,62.15,-0.9427,620,,4.087,0.0145,473.98,21.62,99.97,,,,23.22,501.1,16.98,620,1.291913648,1.4483139,1.424838779,1.403672507
628.396,30.55,60.96,-1.1541,622,,4.307,-0.6365,474.16,21.63,40.4,,,,23.24,501.38,16.42,622,1.230923495,1.340083156,1.352857957,1.311112382
629.287,30.60,57.14,-1.8314,624,,4.632,-1.5973,474.35,21.64,64.24,,,,23.26,501.66,16.42,624,1.236524858,1.373580181,1.299229095,1.327674669
630.206,30.65,56.15,-2.0074,626,,4.902,-2.3959,474.53,21.65,70.01,,,,23.28,501.94,18.21,626,0.978964082,1.101637679,1.109179684,1.068314104
631.234,30.70,54.56,-2.2898,628,,5.007,-2.7075,474.72,21.66,38.03,,,,23.3,502.2,20.16,628,1.163261999,1.238975094,1.167544632,1.213837958
632.262,30.75,55.62,-2.1029,630,,5.064,-2.8775,474.91,21.67,59.36,,,,23.32,502.42,17.81,630,0,0,0,0
633.29,30.80,55.65,-2.0983,632,,5.052,-2.8440,475.09,21.68,48.23,,,,23.34,502.64,16.6,632,0,0,0,0
634.318,30.85,55.43,-2.1381,634,,4.929,-2.4829,475.28,21.69,68.57,,,,23.36,502.87,16.53,634,0,0,0,0
635.346,30.90,53.92,-2.4063,636,,4.972,-2.6116,475.46,21.7,34.37,,,,23.38,503.09,16.74,636,0,0,0,0
636.374,30.95,52.83,-2.6002,638,,4.775,-2.0321,475.83,21.72,72.26,,,,23.4,503.31,16.68,638,0,0,0,0
637.402,31.00,52.67,-2.6293,640,,4.985,-2.6536,475.83,21.72,88.82,,,,23.42,503.54,15.37,640,0,0,0,0
638.43,31.05,53.65,-2.4565,642,,4.762,-1.9974,476.21,21.74,105.45,,,,23.44,503.76,15.51,642,0,0,0,0
639.458,31.10,55.76,-2.0836,644,,4.681,-1.7603,476.21,21.74,56.62,,,,23.46,503.98,15.94,644,0,0,0,0
640.486,31.15,55.24,-2.1765,646,,4.765,-2.0100,476.58,21.76,129.57,,,,23.48,504.2,15.82,646,0,0,0,0
641.514,31.20,54.62,-2.2871,648,,4.748,-1.9616,476.58,21.76,67.63,,,,23.5,504.43,16.1,648,0,0,0,0
642.542,31.25,53.18,-2.5430,650,,4.721,-1.8838,476.95,21.78,132.27,,,,23.52,504.65,16.73,650,0,0,0,0
643.57,31.30,54.24,-2.3560,652,,4.781,-2.0627,476.95,21.78,90.85,,,,23.54,504.87,15.99,652,0,0,0,0
644.598,31.35,54.68,-2.2789,654,,4.774,-2.0439,477.32,21.8,56.63,,,,23.56,505.1,15.66,654,0,0,0,0
645.626,31.40,56.21,-2.0087,656,,4.578,-1.4674,477.32,21.8,72.27,,,,23.58,505.32,15.61,656,0,0,0,0
646.654,31.45,54.33,-2.3425,658,,4.583,-1.4840,477.69,21.82,107.43,,,,23.6,505.54,16,658,0,0,0,0
647.682,31.50,56.08,-2.0333,660,,4.633,-1.6333,477.69,21.82,116.26,,,,23.62,505.77,16.14,660,0,0,0,0
648.71,31.55,56.36,-1.9846,662,,4.784,-2.0807,478.06,21.84,75.86,,,,23.64,505.99,16.1,662,0,0,0,0
649.738,31.60,56.36,-1.9854,664,,4.581,-1.4836,478.06,21.84,23.06,,,,23.66,506.21,16.1,664,0,0,0,0
650.766,31.65,57.53,-1.7789,666,,4.499,-1.2434,478.4,21.86,113.04,,,,23.68,506.43,14.76,666,0,0,0,0
651.794,31.70,56.36,-1.9869,668,,4.649,-1.6879,478.73,21.88,115.28,,,,23.7,506.66,15.36,668,0,0,0,0
652.822,31.75,58.69,-1.5751,670,,4.445,-1.0878,479.06,21.9,60.95,,,,23.72,506.88,14.5,670,0,0,0,0
653.85,31.80,59.14,-1.4962,672,,4.482,-1.1988,479.4,21.92,27.42,,,,23.74,507.1,13.96,672,0,0,0,0
654.879,31.85,57.87,-1.7219,674,,4.474,-1.1770,479.73,21.94,19.13,,,,23.76,507.33,16.99,674,0,0,0,0
655.907,31.90,58.84,-1.5509,676,,4.387,-0.9221,480.07,21.96,27.53,,,,23.78,507.55,16.46,676,0,0,0,0
656.935,31.95,58.93,-1.5358,678,,4.287,-0.6289,480.4,21.98,31.5,,,,23.8,507.77,16.65,678,0,0,0,0
657.963,32.00,57.33,-1.8199,680,,4.121,-0.1409,480.74,22,18.58,,,,23.82,508,16.84,680,0,0,0,0
658.991,32.05,58.93,-1.5374,682,,4.149,-0.2254,481.07,22.02,52.46,,,,23.84,508.22,16.3,682,0,0,0,0
660.019,32.10,58.44,-1.6250,684,,4.063,0.0266,481.41,22.04,25.76,,,,23.86,508.44,16.07,684,0,0,0,0
661.047,32.15,59.31,-1.4717,686,,4.097,-0.0756,481.74,22.06,46.85,,,,23.88,508.67,16.22,686,0,0,0,0
662.075,32.20,59.75,-1.3945,688,,3.948,0.3622,482.08,22.08,30.81,,,,23.9,508.89,16.49,688,0,0,0,0
663.103,32.25,60.24,-1.3086,690,,3.688,1.1276,482.41,22.1,13.58,,,,23.92,509.11,15.19,690,0,0,0,0
664.131,32.30,62.24,-0.9552,692,,3.712,1.0549,482.74,22.12,15.32,,,,23.94,509.33,15.33,692,0,0,0,0
665.159,32.35,62.21,-0.9613,694,,3.644,1.2537,483.08,22.14,21.9,,,,23.96,509.56,14.74,694,0,0,0,0
666.187,32.40,60.89,-1.1958,696,,3.495,1.6916,483.41,22.16,11.73,,,,23.98,509.78,14.05,696,0,0,0,0
667.215,32.45,59.56,-1.4322,698,,3.571,1.4655,483.75,22.18,15.52,,,,24,510,14.16,698,0,0,0,0
668.243,32.50,60.19,-1.3214,700,,3.657,1.2099,484.08,22.2,8.79,,,,24.02,510.23,14.13,700,0,0,0,0
669.271,32.55,61.37,-1.1132,702,,3.765,0.8893,484.75,22.24,19.1,,,,24.04,510.45,15.24,702,0,0,0,0
670.299,32.60,62.10,-0.9847,704,,3.841,0.6633,485.09,22.26,17.1,,,,24.06,510.67,16.23,704,0,0,0,0
671.327,32.65,62.39,-0.9342,706,,3.922,0.4224,485.42,22.28,12.05,,,,24.08,510.9,16.37,706,0,0,0,0
672.355,32.70,61.03,-1.1758,708,,4.053,0.0340,485.76,22.3,12.64,,,,24.1,511.12,16.84,708,0,0,0,0
673.383,32.75,61.07,-1.1695,710,,3.958,0.3125,486.09,22.32,19.75,,,,24.12,511.34,16.74,710,0,0,0,0
674.411,32.80,61.09,-1.1668,712,,4.091,-0.0818,486.43,22.34,20.55,,,,24.14,511.56,16.41,712,0,0,0,0
675.439,32.85,62.49,-0.9197,714,,4.309,-0.7269,486.76,22.36,27.43,,,,24.16,511.79,16.95,714,0,0,0,0
676.467,32.90,60.85,-1.2109,716,,4.604,-1.5992,487.09,22.38,42.13,,,,24.18,512.01,16.72,716,0,0,0,0
677.495,32.95,58.62,-1.6066,718,,4.702,-1.8902,487.43,22.4,11.85,,,,24.2,512.23,17.37,718,0,0,0,0
678.523,33.00,59.83,-1.3931,720,,4.663,-1.7769,487.76,22.42,17.1,,,,24.22,512.46,17.08,720,0,0,0,0
679.551,33.05,63.50,-0.7440,722,,4.655,-1.7552,488.1,22.44,13.79,,,,24.24,512.68,17.23,722,0,0,0,0
680.579,33.10,64.30,-0.6031,724,,4.443,-1.1314,488.43,22.46,24.06,,,,24.26,512.9,17,724,0,0,0,0
681.608,33.15,63.72,-0.7066,726,,4.316,-0.7585,488.77,22.48,12,,,,24.28,513.13,17.59,726,0,0,0,0
682.636,33.20,62.38,-0.9447,728,,4.163,-0.3089,489.1,22.5,26.4,,,,24.3,513.35,16.69,728,0,0,0,0
683.664,33.25,64.28,-0.6090,730,,4.157,-0.2930,489.44,22.52,18.79,,,,24.32,513.57,16.94,730,0,0,0,0
684.692,33.30,61.75,-1.0579,732,,4.016,0.1212,490.11,22.56,23.54,,,,24.34,513.8,16.86,732,0,0,0,0
685.72,33.35,63.84,-0.6885,734,,4.154,-0.2879,490.44,22.58,11.54,,,,24.36,514.02,17.04,734,0,0,0,0
686.748,33.40,67.41,-0.0571,736,,4.193,-0.4048,491.11,22.62,5.24,,,,24.38,514.24,17.32,736,0,0,0,0
687.776,33.45,65.25,-0.4404,738,,4.236,-0.5335,491.44,22.64,10.99,,,,24.4,514.46,17.04,738,0,0,0,0
688.804,33.50,65.40,-0.4147,740,,4.097,-0.1252,491.78,22.66,9.72,,,,24.42,514.69,16.74,740,0,0,0,0
689.832,33.55,65.34,-0.4261,742,,4.174,-0.3542,492.11,22.68,14.2,,,,24.44,514.91,17.62,742,0,0,0,0
690.86,33.60,67.62,-0.0231,744,,4.476,-1.2472,492.78,22.72,6.16,,,,24.46,515.13,17.94,744,0,0,0,0
691.888,33.65,67.96,0.0363,746,,4.667,-1.8126,493.12,22.74,8.7,,,,24.48,515.36,17.48,746,0,0,0,0
692.916,33.70,68.92,0.2056,748,,4.587,-1.5784,493.45,22.76,9.25,,,,24.5,515.58,16.92,748,0,0,0,0
693.944,33.75,72.57,0.8512,750,,4.597,-1.6097,493.79,22.78,15.18,,,,24.52,515.8,16.43,750,0,0,0,0
694.972,33.80,74.08,1.1178,752,,4.479,-1.2634,494.12,22.8,5.53,,,,24.54,516.03,17.44,752,0,0,0,0
696,33.85,74.07,1.1152,754,,4.551,-1.4777,494.45,22.82,8.03,,,,24.56,516.25,16.57,754,0,0,0,0
697.028,33.90,75.00,1.2791,756,,4.586,-1.5828,494.79,22.84,10.7,,,,24.58,516.47,17.28,756,0,0,0,0
698.056,33.95,73.67,1.0428,758,,4.26,-0.6227,495.12,22.86,7.46,,,,24.6,516.69,17.43,758,0,0,0,0
699.084,34.00,74.03,1.1058,760,,4.327,-0.8222,495.46,22.88,8.96,,,,24.62,516.92,16.63,760,0,0,0,0
700.112,34.05,73.54,1.0182,762,,4.109,-0.1808,495.79,22.9,6.82,,,,24.64,517.14,16.77,762,0,0,0,0
701.14,34.10,74.45,1.1785,764,,4.279,-0.6842,496.13,22.92,13.04,,,,24.66,517.36,16.94,764,0,0,0,0
702.168,34.15,73.10,0.9387,766,,4.138,-0.2700,496.46,22.94,14.02,,,,24.68,517.59,16.71,766,0,0,0,0
703.196,34.20,73.98,1.0937,768,,4.047,-0.0033,497.13,22.98,13.45,,,,24.7,517.81,17.12,768,0,0,0,0
704.224,34.25,74.85,1.2470,770,,3.986,0.1748,497.47,23,6.83,,,,24.72,518.03,16.86,770,0,0,0,0
705.252,34.30,73.03,0.9239,772,,3.886,0.4680,497.8,23.02,9.07,,,,24.74,518.26,17.21,772,0,0,0,0
706.28,34.35,73.54,1.0134,774,,3.76,0.8380,498.13,23.04,16.92,,,,24.76,518.48,17.15,774,0,0,0,0
707.308,34.40,75.92,1.4341,776,,3.628,1.2257,498.47,23.06,17.58,,,,24.78,518.7,17.16,776,0,0,0,0
708.336,34.45,74.52,1.1854,778,,3.562,1.4186,498.8,23.08,18.18,,,,24.8,518.93,16.78,778,0,0,0,0
709.365,34.50,72.83,0.8853,780,,3.477,1.6675,499.47,23.12,7.58,,,,24.82,519.15,16.97,780,0,0,0,0
710.393,34.55,71.69,0.6826,782,,3.539,1.4828,499.81,23.14,14.74,,,,24.84,519.37,16.32,782,0,0,0,0
711.421,34.60,70.54,0.4781,784,,3.546,1.4603,500.14,23.16,23.67,,,,24.86,519.59,16.56,784,0,0,0,0
712.449,34.65,69.49,0.2914,786,,3.658,1.1280,500.48,23.18,19.2,,,,24.88,519.82,17.38,786,0,0,0,0
713.477,34.70,68.14,0.0515,788,,3.745,0.8694,500.81,23.2,8.11,,,,24.9,520.04,16.89,788,0,0,0,0
714.505,34.75,61.78,-1.0757,790,,4.159,-0.3540,501.1,23.22,12.58,,,,24.92,520.26,16.72,790,0,0,0,0
